Unnamed: 0,andriusp,boris,desiveri,henrikek,idarhan,juanms,larsfrog,matsc,mikolajs,oysteinhf,petrako,piyali,souvikb,thoreem,tiago,vh,viggoh
2020-05-23 05:00:06.134135,0.0,551237.83,2982233.03,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2736232.23
2020-05-23 10:00:04.568285,0.0,551237.83,2982233.03,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2736232.23
2020-05-23 15:00:02.786366,0.0,551237.83,2982233.03,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2736232.23
2020-05-23 20:00:04.794799,0.0,551237.83,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2853038.31
2020-05-24 00:00:03.402318,0.0,551237.83,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2853038.31
2020-05-24 05:00:05.301432,0.0,556701.04,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2937683.28
2020-05-24 10:00:04.482480,0.0,557147.98,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2937683.28
2020-05-24 15:00:02.481319,0.0,557147.98,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2937683.28
2020-05-24 20:00:04.122831,0.0,557147.98,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2937683.28
2020-05-25 00:00:04.582125,0.0,557147.98,3036035.13,0.0,0.0,0.0,1433354.52,4686544.78,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2937683.28
